dataset,dataset_spec,dataset_meta,arm,arm_index_bytes,arm_build_seconds,ext_stats,qid,family,sql,target_selectivity,true_rows,n_rows,params,achieved_selectivity,exec_ms_median,exec_ms_min,exec_ms_max,exec_ms_mean,exec_ms_stdev,runs,access_path,indexes_used,node_types,est_rows,actual_rows,total_cost,shared_hit,shared_read,planning_time_ms,scale,zipf_s,dep_strength,physical_corr,selectivity,variant,best_arm,best_ms,best_access_path,best_indexes,regret,q_error,direction,ms_lost,reliable,misselected
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_brin_skew': 24576, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848, 'ix_skew10_brin_ts': 24576}",4.576186999998754,False,conj_indep_a70,conj,SELECT * FROM t_skew10 WHERE a = 70 AND b = 37,,111,1000000,"{'a': 70, 'b': 37, 'variant': 'independent'}",0.000111,0.0375,0.035,0.07,0.043333333333333335,0.013470956412470005,"[0.07, 0.044, 0.039, 0.036, 0.036, 0.035]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",106.0,111.0,403.73,114,0,0.049,1m,1.0,0.0,0.0,0.000111,independent,btree_ab_composite,0.049,bitmapscan,ix_skew10,0.7653061224489796,1.0471698113207548,accurate,-0.011500000000000003,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_brin_skew': 24576, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848, 'ix_skew10_brin_ts': 24576}",4.576186999998754,False,conj_dep_a80,conj,SELECT * FROM t_skew10 WHERE a = 80 AND b = 97,,85,1000000,"{'a': 80, 'b': 97, 'variant': 'dependent'}",8.5e-05,0.0315,0.03,0.05,0.03466666666666667,0.00773735527597555,"[0.05, 0.032, 0.03, 0.035, 0.031, 0.03]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",103.0,85.0,392.81,88,0,0.033,1m,1.0,0.0,0.0,8.5e-05,dependent,btree_ab_composite,0.0305,bitmapscan,ix_skew10,1.0327868852459017,1.2117647058823529,over,0.0010000000000000009,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_brin_skew': 24576, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848, 'ix_skew10_brin_ts': 24576}",4.576186999998754,False,conj_indep_a80,conj,SELECT * FROM t_skew10 WHERE a = 80 AND b = 47,,102,1000000,"{'a': 80, 'b': 47, 'variant': 'independent'}",0.000102,0.052000000000000005,0.039,0.07,0.053,0.0130384048104053,"[0.07, 0.047, 0.04, 0.039, 0.057, 0.065]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",105.0,102.0,400.1,105,0,0.063,1m,1.0,0.0,0.0,0.000102,independent,btree_ab_composite,0.035,bitmapscan,ix_skew10,1.4857142857142858,1.0294117647058822,accurate,0.017,False,True
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,eq_v1,eq,SELECT * FROM t_skew10 WHERE k_skew = 1,,101636,1000000,{'k_skew': 1},0.101636,14.565,14.309,15.405,14.633333333333333,0.4025502039083654,"[14.533, 15.405, 14.597, 14.309, 14.636, 14.32]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",101600.0,101636.0,16729.83,14364,0,0.059,1m,1.0,0.0,0.0,0.101636,,btree_skew,14.378499999999999,bitmapscan,ix_skew10,1.0129707549466218,1.0003543307086613,accurate,0.18650000000000055,True,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,eq_v1609,eq,SELECT * FROM t_skew10 WHERE k_skew = 1609,,72,1000000,{'k_skew': 1609},7.2e-05,0.0275,0.025,0.042,0.0295,0.006284902544988268,"[0.042, 0.029, 0.027, 0.026, 0.025, 0.028]",bitmapscan,ix_skew10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",81.0,72.0,311.36,73,0,0.035,1m,1.0,0.0,0.0,7.2e-05,,btree_skew,0.027,bitmapscan,ix_skew10,1.0185185185185186,1.125,over,0.0005000000000000004,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,eq_v2716,eq,SELECT * FROM t_skew10 WHERE k_skew = 2716,,37,1000000,{'k_skew': 2716},3.7e-05,0.025,0.019,0.028,0.024166666666666666,0.0043089055068157005,"[0.028, 0.02, 0.028, 0.028, 0.022, 0.019]",bitmapscan,ix_skew10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",81.0,37.0,311.36,38,0,0.033,1m,1.0,0.0,0.0,3.7e-05,,btree_skew,0.0165,bitmapscan,ix_skew10,1.5151515151515151,2.189189189189189,over,0.0085,False,True
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,eq_v4914,eq,SELECT * FROM t_skew10 WHERE k_skew = 4914,,18,1000000,{'k_skew': 4914},1.8e-05,0.0135,0.011,0.02,0.013999999999999999,0.0034641016151377548,"[0.02, 0.015, 0.015, 0.012, 0.011, 0.011]",bitmapscan,ix_skew10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",81.0,18.0,311.36,19,0,0.033,1m,1.0,0.0,0.0,1.8e-05,,hash_skew,0.0115,bitmapscan,ix_skew10,1.173913043478261,4.5,over,0.002,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,eq_v5779,eq,SELECT * FROM t_skew10 WHERE k_skew = 5779,,11,1000000,{'k_skew': 5779},1.1e-05,0.0125,0.009,0.022,0.013333333333333334,0.004718756898449704,"[0.014, 0.01, 0.009, 0.022, 0.014, 0.011]",bitmapscan,ix_skew10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",81.0,11.0,311.36,14,0,0.025,1m,1.0,0.0,0.0,1.1e-05,,hash_skew,0.0135,bitmapscan,ix_skew10,0.925925925925926,7.363636363636363,over,-0.0009999999999999992,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,eq_v6444,eq,SELECT * FROM t_skew10 WHERE k_skew = 6444,,24,1000000,{'k_skew': 6444},2.4e-05,0.017,0.013,0.025,0.0185,0.004888762624632127,"[0.025, 0.017, 0.024, 0.017, 0.015, 0.013]",bitmapscan,ix_skew10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",81.0,24.0,311.36,25,0,0.033,1m,1.0,0.0,0.0,2.4e-05,,hash_skew,0.017,bitmapscan,ix_skew10,1.0,3.375,over,0.0,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,eq_v7309,eq,SELECT * FROM t_skew10 WHERE k_skew = 7309,,15,1000000,{'k_skew': 7309},1.5e-05,0.011,0.01,0.016,0.011833333333333333,0.0023166067138525406,"[0.016, 0.011, 0.011, 0.013, 0.01, 0.01]",bitmapscan,ix_skew10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",81.0,15.0,311.36,17,0,0.027,1m,1.0,0.0,0.0,1.5e-05,,hash_skew,0.0115,bitmapscan,ix_skew10,0.9565217391304347,5.4,over,-0.0005000000000000004,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,eq_v9630,eq,SELECT * FROM t_skew10 WHERE k_skew = 9630,,2,1000000,{'k_skew': 9630},2e-06,0.006,0.006,0.007,0.006166666666666667,0.00040824829046386303,"[0.007, 0.006, 0.006, 0.006, 0.006, 0.006]",bitmapscan,ix_skew10_hash_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",81.0,2.0,311.36,3,0,0.022,1m,1.0,0.0,0.0,2e-06,,hash_skew,0.0075,bitmapscan,ix_skew10,0.8,40.5,over,-0.0014999999999999996,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,range_1e-05,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 3997 AND 3997,1e-05,10,1000000,"{'lo': 3997, 'hi': 3997}",1e-05,0.010499999999999999,0.01,0.02,0.012333333333333333,0.0039327683210007005,"[0.02, 0.013, 0.011, 0.01, 0.01, 0.01]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",81.0,10.0,312.19,13,0,0.037,1m,1.0,0.0,0.0,1e-05,,btree_skew,0.0135,bitmapscan,ix_skew10,0.7777777777777777,8.1,over,-0.003000000000000001,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,tsrange_1e-05,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836863 AND 1577838001,1e-05,10,1000000,"{'lo': 1577836863, 'hi': 1577838001}",1e-05,0.01,0.009,0.015,0.010833333333333334,0.002136976056643281,"[0.015, 0.01, 0.011, 0.01, 0.009, 0.01]",bitmapscan,ix_skew10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",8.0,10.0,36.06,13,0,0.046,1m,1.0,0.0,0.0,1e-05,,btree_ts,0.01,bitmapscan,ix_skew10,1.0,1.25,under,0.0,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,range_0.0001,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 951 AND 951,0.0001,100,1000000,"{'lo': 951, 'hi': 951}",0.0001,0.035,0.032,0.065,0.0395,0.012613484847574836,"[0.065, 0.037, 0.035, 0.035, 0.033, 0.032]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",81.0,100.0,312.19,103,0,0.035,1m,1.0,0.0,0.0,0.0001,,btree_skew,0.036000000000000004,bitmapscan,ix_skew10,0.9722222222222222,1.2345679012345678,under,-0.0010000000000000009,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,tsrange_0.0001,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836863 AND 1577853651,0.0001,100,1000000,"{'lo': 1577836863, 'hi': 1577853651}",0.0001,0.035,0.032,0.058,0.03866666666666667,0.00966781602362533,"[0.058, 0.038, 0.035, 0.035, 0.034, 0.032]",bitmapscan,ix_skew10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",111.0,100.0,421.9,103,0,0.045,1m,1.0,0.0,0.0,0.0001,,btree_ts,0.034,bitmapscan,ix_skew10,1.0294117647058825,1.11,over,0.0010000000000000009,False,False
skew10,"{'name': 'skew10', 'n_rows': 1000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': 0.002379582322756728, 'pg_stats': {'heap_bytes': 117243904, 'total_bytes': 117301248, 'reltuples': 1000000.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9954.0, 'correlation': -0.00658783}, 'a': {'n_distinct': 100.0, 'correlation': 0.0012276589}, 'k_skew': {'n_distinct': 5959.0, 'correlation': 0.0060067778}, 'b': {'n_distinct': 100.0, 'correlation': 0.011110081}, 'ts': {'n_distinct': -0.993476, 'correlation': 0.01361477}, 'payload': {'n_distinct': 256.0, 'correlation': 0.0026814037}}}}",all_no_brin,"{'ix_skew10_btree_skew': 7217152, 'ix_skew10_hash_skew': 42237952, 'ix_skew10_a': 7004160, 'ix_skew10_b': 7004160, 'ix_skew10_ab': 7135232, 'ix_skew10_btree_ts': 22478848}",4.464829500000633,False,range_0.001,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 303 AND 305,0.001,1000,1000000,"{'lo': 303, 'hi': 305}",0.001,0.3535,0.332,0.58,0.3898333333333333,0.09435977250219854,"[0.58, 0.343, 0.377, 0.351, 0.332, 0.356]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",708.0,1000.0,2330.8,966,0,0.065,1m,1.0,0.0,0.0,0.001,,btree_skew,0.3295,bitmapscan,ix_skew10,1.0728376327769347,1.4124293785310735,under,0.023999999999999966,False,False
