dataset,dataset_spec,dataset_meta,arm,arm_index_bytes,arm_build_seconds,ext_stats,qid,family,sql,target_selectivity,true_rows,n_rows,params,achieved_selectivity,exec_ms_median,exec_ms_min,exec_ms_max,exec_ms_mean,exec_ms_stdev,runs,access_path,indexes_used,node_types,est_rows,actual_rows,total_cost,shared_hit,shared_read,planning_time_ms,scale,zipf_s,dep_strength,physical_corr,selectivity,variant,best_arm,best_ms,best_access_path,best_indexes,regret,q_error,direction,ms_lost,reliable,misselected
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,range_0.05,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 700 AND 1141,0.05,500000,10000000,"{'lo': 700, 'hi': 1141}",0.05,904.6265,900.554,912.766,905.2966666666666,5.132636814218071,"[908.572, 900.554, 907.795, 901.458, 900.635, 912.766]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",512135.0,500000.0,267254.68,0,139349,0.064,10m,1.0,0.0,0.0,0.05,,brin_skew,585.9480000000001,seqscan,,1.5438682272147013,1.02427,accurate,318.6784999999999,True,True
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,tsrange_0.05,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836801 AND 1585711311,0.05,500000,10000000,"{'lo': 1577836801, 'hi': 1585711311}",0.05,986.3299999999999,981.961,996.324,987.4226666666667,5.097380255255302,"[984.362, 984.622, 981.961, 996.324, 988.038, 989.229]",bitmapscan,ix_skew10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",522340.0,500000.0,271330.39,3,140224,0.102,10m,1.0,0.0,0.0,0.05,,brin_ts,686.0185,seqscan,,1.4377600604065341,1.04468,accurate,300.3114999999999,True,True
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,range_0.1,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 664 AND 1765,0.1,1000000,10000000,"{'lo': 664, 'hi': 1765}",0.1,942.26,936.518,954.866,943.6233333333333,7.011950788950721,"[945.612, 954.866, 947.488, 938.348, 938.908, 936.518]",bitmapscan,ix_skew10_btree_skew,"['Bitmap Heap Scan', 'Bitmap Index Scan']",997030.0,1000000.0,275552.84,0,143642,0.079,10m,1.0,0.0,0.0,0.1,,brin_skew,603.7015,seqscan,,1.5608044704212263,1.002978847176113,accurate,338.5585,True,True
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,tsrange_0.1,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836801 AND 1593599740,0.1,1000000,10000000,"{'lo': 1577836801, 'hi': 1593599740}",0.1,1040.491,1024.686,1068.641,1043.6681666666666,18.57974062700198,"[1033.912, 1026.028, 1024.686, 1047.07, 1061.672, 1068.641]",bitmapscan,ix_skew10_btree_ts,"['Bitmap Heap Scan', 'Bitmap Index Scan']",1027092.0,1000000.0,283744.39,3,145492,0.099,10m,1.0,0.0,0.0,0.1,,brin_ts,692.827,seqscan,,1.5018049238843174,1.027092,accurate,347.664,True,True
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,range_0.2,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 552 AND 3906,0.2,2000000,10000000,"{'lo': 552, 'hi': 3906}",0.2,654.065,636.99,686.984,656.4935,17.58493151251947,"[644.841, 686.984, 659.451, 648.679, 662.016, 636.99]",seqscan,,['Seq Scan'],2017487.0,2000000.0,292880.4,16332,126556,0.065,10m,1.0,0.0,0.0,0.2,,btree_skew,612.2864999999999,seqscan,,1.0682335801948926,1.0087435,accurate,41.77850000000012,True,False
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,tsrange_0.2,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836801 AND 1609373734,0.2,2000000,10000000,"{'lo': 1577836801, 'hi': 1609373734}",0.2,720.782,719.991,737.804,723.4473333333334,7.04298779401657,"[737.804, 720.325, 721.0, 720.859, 719.991, 720.705]",seqscan,,['Seq Scan'],2066610.0,2000000.0,292880.4,16348,126540,0.082,10m,1.0,0.0,0.0,0.2,,brin_ts,708.158,seqscan,,1.0178265302376024,1.033305,accurate,12.624000000000024,True,False
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,range_0.5,range,SELECT * FROM t_skew10 WHERE k_skew BETWEEN 30 AND 3943,0.5,5000000,10000000,"{'lo': 30, 'hi': 3943}",0.5,688.3815,680.029,698.335,689.5148333333333,7.401582571765786,"[698.008, 698.335, 688.889, 683.954, 687.874, 680.029]",seqscan,,['Seq Scan'],5003800.0,5000000.0,292880.4,16348,126540,0.077,10m,1.0,0.0,0.0,0.5,,brin_skew,681.6375,seqscan,,1.0098938218627935,1.00076,accurate,6.7439999999999145,True,False
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,tsrange_0.5,ts_range,SELECT * FROM t_skew10 WHERE ts BETWEEN 1577836801 AND 1656655326,0.5,5000000,10000000,"{'lo': 1577836801, 'hi': 1656655326}",0.5,769.7835,756.389,786.525,771.3249999999999,10.258077383213674,"[786.525, 768.376, 778.181, 771.191, 767.288, 756.389]",seqscan,,['Seq Scan'],5032867.0,5000000.0,292880.4,16348,126540,0.088,10m,1.0,0.0,0.0,0.5,,brin_ts,774.239,seqscan,,0.9942453170145136,1.0065734,accurate,-4.455500000000029,True,False
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,conj_dep_a18,conj,SELECT * FROM t_skew10 WHERE a = 18 AND b = 75,,1013,10000000,"{'a': 18, 'b': 75, 'variant': 'dependent'}",0.0001013,0.334,0.327,0.506,0.3698333333333334,0.07070619963388405,"[0.506, 0.389, 0.337, 0.331, 0.327, 0.329]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",951.0,1013.0,3588.8,1012,0,0.052,10m,1.0,0.0,0.0,0.0001013,dependent,btree_ab_composite,0.383,bitmapscan,ix_skew10,0.8720626631853786,1.0651945320715037,under,-0.04899999999999999,False,False
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,conj_indep_a18,conj,SELECT * FROM t_skew10 WHERE a = 18 AND b = 25,,948,10000000,"{'a': 18, 'b': 25, 'variant': 'independent'}",9.48e-05,0.3095,0.299,0.49,0.35033333333333333,0.07667507200300934,"[0.49, 0.391, 0.313, 0.306, 0.303, 0.299]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",1161.0,948.0,4353.41,950,0,0.062,10m,1.0,0.0,0.0,9.48e-05,independent,btree_ab_composite,0.3895,bitmapscan,ix_skew10,0.7946084724005135,1.2246835443037976,over,-0.08000000000000002,False,False
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,conj_dep_a51,conj,SELECT * FROM t_skew10 WHERE a = 51 AND b = 98,,1033,10000000,"{'a': 51, 'b': 98, 'variant': 'dependent'}",0.0001033,0.4545,0.378,0.662,0.4765,0.09966694537307744,"[0.476, 0.492, 0.433, 0.662, 0.418, 0.378]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",984.0,1033.0,3709.43,1032,0,0.037,10m,1.0,0.0,0.0,0.0001033,dependent,btree_ab_composite,0.3545,bitmapscan,ix_skew10,1.2820874471086037,1.0497967479674797,accurate,0.10000000000000003,False,True
skew10,"{'name': 'skew10', 'n_rows': 10000000, 'zipf_s': 1.0, 'dep_strength': 0.0, 'physical_corr': 0.0, 'domain_skew': 10000, 'domain_a': 100, 'domain_b': 100, 'seed': 42}","{'realised_ts_rank_corr': -0.0003531152700523047, 'pg_stats': {'heap_bytes': 1170538496, 'total_bytes': 1170857984, 'reltuples': 9998874.0, 'columns': {'id': {'n_distinct': -1.0, 'correlation': 1.0}, 'k_uniform': {'n_distinct': 9985.0, 'correlation': 0.0027019132}, 'k_skew': {'n_distinct': 5905.0, 'correlation': 0.019896768}, 'a': {'n_distinct': 100.0, 'correlation': 0.006329481}, 'b': {'n_distinct': 100.0, 'correlation': 0.0142280655}, 'ts': {'n_distinct': -0.90013015, 'correlation': 0.0038494805}, 'payload': {'n_distinct': 256.0, 'correlation': 0.013916928}}}}",all_no_brin,"{'ix_skew10_btree_skew': 70238208, 'ix_skew10_hash_skew': 437149696, 'ix_skew10_a': 69369856, 'ix_skew10_b': 69369856, 'ix_skew10_ab': 72507392, 'ix_skew10_btree_ts': 223289344}",199.97708890000285,False,conj_indep_a51,conj,SELECT * FROM t_skew10 WHERE a = 51 AND b = 48,,960,10000000,"{'a': 51, 'b': 48, 'variant': 'independent'}",9.6e-05,0.328,0.318,0.453,0.35250000000000004,0.05254617017442851,"[0.453, 0.368, 0.325, 0.318, 0.331, 0.32]",bitmapscan,ix_skew10_ab,"['Bitmap Heap Scan', 'Bitmap Index Scan']",1003.0,960.0,3778.79,960,0,0.044,10m,1.0,0.0,0.0,9.6e-05,independent,btree_ab_composite,0.325,bitmapscan,ix_skew10,1.0092307692307692,1.0447916666666666,accurate,0.0030000000000000027,False,False
